source_file,Algorithm,Function,__rows,Rank__sum,Rank__count,Rank__min,Rank__max,Rank__mean
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F22,1,2.0,1,2.0,2.0,2.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F23,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F24,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F25,1,4.0,1,4.0,4.0,4.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F26,1,1.0,1,1.0,1.0,1.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F27,1,3.0,1,3.0,3.0,3.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F28,1,2.0,1,2.0,2.0,2.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F29,1,2.0,1,2.0,2.0,2.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F3,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F30,1,4.0,1,4.0,4.0,4.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F4,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F5,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F6,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F7,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F8,1,3.0,1,3.0,3.0,3.0
results\cec\cec2017_rank_detail.csv,GA,CEC2017-F9,1,4.0,1,4.0,4.0,4.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F1,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F10,1,2.0,1,2.0,2.0,2.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F11,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F12,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F13,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F14,1,2.0,1,2.0,2.0,2.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F15,1,4.0,1,4.0,4.0,4.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F16,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F17,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F18,1,2.0,1,2.0,2.0,2.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F19,1,4.0,1,4.0,4.0,4.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F20,1,3.0,1,3.0,3.0,3.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F21,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F22,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F23,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F24,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F25,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F26,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F27,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F28,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F29,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F3,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F30,1,2.0,1,2.0,2.0,2.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F4,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F5,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F6,1,3.0,1,3.0,3.0,3.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F7,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F8,1,1.0,1,1.0,1.0,1.0
results\cec\cec2017_rank_detail.csv,HPSO-TVAC,CEC2017-F9,1,3.0,1,3.0,3.0,3.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F1,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F10,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F11,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F12,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F13,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F14,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F15,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F16,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F17,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F18,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F19,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F20,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F21,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F22,1,3.0,1,3.0,3.0,3.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F23,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F24,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F25,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F26,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F27,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F28,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F29,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F3,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F30,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F4,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F5,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F6,1,4.0,1,4.0,4.0,4.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F7,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F8,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,PSO,CEC2017-F9,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F1,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F10,1,3.0,1,3.0,3.0,3.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F11,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F12,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F13,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F14,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F15,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F16,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F17,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F18,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F19,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F20,1,4.0,1,4.0,4.0,4.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F21,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F22,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F23,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F24,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F25,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F26,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F27,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F28,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F29,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F3,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F30,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F4,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F5,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F6,1,2.0,1,2.0,2.0,2.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F7,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F8,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-AW,CEC2017-F9,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F1,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F10,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F11,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F12,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F13,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F14,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F15,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F16,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F17,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F18,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F19,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F20,1,9.0,1,9.0,9.0,9.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F21,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F22,1,4.0,1,4.0,4.0,4.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F23,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F24,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F25,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F26,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F27,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F28,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F29,1,6.0,1,6.0,6.0,6.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F3,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F30,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F4,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F5,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F6,1,7.0,1,7.0,7.0,7.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F7,1,5.0,1,5.0,5.0,5.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F8,1,8.0,1,8.0,8.0,8.0
results\cec\cec2017_rank_detail.csv,PSO-RS,CEC2017-F9,1,9.0,1,9.0,9.0,9.0
